Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S35329026,Red-bellied Woodpecker,Melanerpes carolinus,10925,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-21-2017,10:27 AM,eBird - Stationary Count,41,1,,,1
S35350113,Red-bellied Woodpecker,Melanerpes carolinus,10925,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-22-2017,10:12 AM,eBird - Stationary Count,39,1,,,1
S35444867,Red-bellied Woodpecker,Melanerpes carolinus,10925,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-26-2017,12:19 PM,eBird - Stationary Count,33,1,,,1
S35589273,Red-bellied Woodpecker,Melanerpes carolinus,10925,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-31-2017,01:59 PM,eBird - Stationary Count,73,1,,,1
S35902905,Red-bellied Woodpecker,Melanerpes carolinus,10925,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,04-12-2017,09:48 AM,eBird - Stationary Count,60,0,,,1
S34891563,Red-bellied Woodpecker,Melanerpes carolinus,10925,2,US-TX,Harrison,US-Texas-Waskom-14936 Farm to Market Road 1998 - 32.538x-94.151,32.5377111,-94.1507066,03-01-2017,07:44 AM,eBird - Stationary Count,20,1,,,1
S27847775,Downy Woodpecker,Picoides pubescens,11148,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-27-2016,12:30 PM,eBird - Stationary Count,120,1,,,1,,,warm sunny day
S32619029,Downy Woodpecker,Picoides pubescens,11148,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,11-19-2016,10:40 AM,eBird - Stationary Count,20,1,,,1,,,"cold, breezy, clear"
S33544804,Downy Woodpecker,Picoides pubescens,11148,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,01-08-2017,01:00 PM,eBird - Stationary Count,60,1,,,1,,,frigid but sunny
S34320345,Downy Woodpecker,Picoides pubescens,11148,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-12-2017,09:00 AM,eBird - Stationary Count,20,1,,,1,,"investigated possumhaw berries, then pine tree and dead limbs",hot and humid
S34420761,Downy Woodpecker,Picoides pubescens,11148,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-17-2017,09:00 AM,eBird - Stationary Count,30,1,,,1,,,cool sunny morning
